order_id,order_date,customer_id,product,category,quantity,unit_price,total_price
88,2024-03-28,1003,Keyboard,Peripherals,3,40,120
89,2024-03-29,1076,Monitor,Displays,4,200,800
90,2024-03-30,1052,Laptop,Computers,4,800,3200
91,2024-03-31,1078,Speaker,Audio,3,120,360
92,2024-04-01,1015,Headphones,Audio,2,60,120
93,2024-04-02,1020,Keyboard,Peripherals,4,40,160
94,2024-04-03,1099,Laptop,Computers,2,800,1600
95,2024-04-04,1058,Laptop,Computers,4,800,3200
96,2024-04-05,1023,Keyboard,Peripherals,2,40,80
97,2024-04-06,1079,Monitor,Displays,4,200,800
98,2024-04-07,1013,Speaker,Audio,4,120,480
99,2024-04-08,1085,Speaker,Audio,2,120,240
100,2024-04-09,1048,Speaker,Audio,3,120,360
101,2024-04-10,1049,Mouse,Peripherals,4,20,80
102,2024-04-11,1069,Speaker,Audio,1,120,120
103,2024-04-12,1041,Monitor,Displays,4,200,800
104,2024-04-13,1035,Keyboard,Peripherals,1,40,40
105,2024-04-14,1064,Headphones,Audio,1,60,60
106,2024-04-15,1095,Mouse,Peripherals,1,20,20
107,2024-04-16,1069,Mouse,Peripherals,2,20,40
108,2024-04-17,1094,Keyboard,Peripherals,4,40,160
109,2024-04-18,1000,Keyboard,Peripherals,3,40,120
110,2024-04-19,1050,Headphones,Audio,2,60,120
111,2024-04-20,1036,Speaker,Audio,2,120,240
112,2024-04-21,1034,Monitor,Displays,3,200,600
113,2024-04-22,1048,Headphones,Audio,4,60,240
114,2024-04-23,1093,Speaker,Audio,3,120,360
115,2024-04-24,1003,Keyboard,Peripherals,3,40,120
116,2024-04-25,1098,Headphones,Audio,2,60,120
117,2024-04-26,1042,Speaker,Audio,1,120,120
118,2024-04-27,1077,Keyboard,Peripherals,4,40,160
119,2024-04-28,1021,Mouse,Peripherals,2,20,40
120,2024-04-29,1073,Headphones,Audio,4,60,240
121,2024-04-30,1000,Laptop,Computers,2,800,1600
122,2024-05-01,1010,Mouse,Peripherals,3,20,60
123,2024-05-02,1043,Laptop,Computers,4,800,3200
124,2024-05-03,1058,Keyboard,Peripherals,2,40,80
125,2024-05-04,1023,Laptop,Computers,4,800,3200
126,2024-05-05,1059,Monitor,Displays,1,200,200
127,2024-05-06,1002,Speaker,Audio,1,120,120
128,2024-05-07,1098,Keyboard,Peripherals,4,40,160
129,2024-05-08,1062,Laptop,Computers,4,800,3200
130,2024-05-09,1035,Keyboard,Peripherals,4,40,160
131,2024-05-10,1094,Monitor,Displays,4,200,800
132,2024-05-11,1067,Laptop,Computers,2,800,1600
133,2024-05-12,1082,Laptop,Computers,3,800,2400
134,2024-05-13,1046,Mouse,Peripherals,2,20,40
135,2024-05-14,1099,Laptop,Computers,1,800,800
136,2024-05-15,1020,Speaker,Audio,1,120,120
137,2024-05-16,1081,Laptop,Computers,2,800,1600
138,2024-05-17,1050,Keyboard,Peripherals,1,40,40
139,2024-05-18,1027,Monitor,Displays,2,200,400
140,2024-05-19,1014,Headphones,Audio,1,60,60
141,2024-05-20,1041,Speaker,Audio,3,120,360
142,2024-05-21,1058,Monitor,Displays,4,200,800
143,2024-05-22,1065,Monitor,Displays,1,200,200
144,2024-05-23,1036,Laptop,Computers,2,800,1600
145,2024-05-24,1010,Headphones,Audio,4,60,240
146,2024-05-25,1086,Headphones,Audio,2,60,120
147,2024-05-26,1043,Monitor,Displays,4,200,800
148,2024-05-27,1011,Keyboard,Peripherals,4,40,160
149,2024-05-28,1002,Headphones,Audio,4,60,240
150,2024-05-29,1051,Headphones,Audio,3,60,180
151,2024-05-30,1080,Speaker,Audio,1,120,120
152,2024-05-31,1032,Monitor,Displays,2,200,400
153,2024-06-01,1054,Speaker,Audio,1,120,120
154,2024-06-02,1000,Speaker,Audio,3,120,360
155,2024-06-03,1038,Mouse,Peripherals,2,20,40
156,2024-06-04,1019,Headphones,Audio,3,60,180
157,2024-06-05,1046,Speaker,Audio,4,120,480
158,2024-06-06,1042,Speaker,Audio,2,120,240
159,2024-06-07,1056,Monitor,Displays,1,200,200
160,2024-06-08,1060,Mouse,Peripherals,4,20,80
161,2024-06-09,1077,Monitor,Displays,2,200,400
162,2024-06-10,1030,Speaker,Audio,4,120,480
163,2024-06-11,1024,Monitor,Displays,4,200,800
164,2024-06-12,1002,Keyboard,Peripherals,3,40,120
165,2024-06-13,1003,Laptop,Computers,2,800,1600
166,2024-06-14,1094,Mouse,Peripherals,3,20,60
167,2024-06-15,1098,Speaker,Audio,2,120,240
168,2024-06-16,1013,Speaker,Audio,3,120,360
169,2024-06-17,1040,Speaker,Audio,1,120,120
170,2024-06-18,1072,Laptop,Computers,2,800,1600
171,2024-06-19,1019,Mouse,Peripherals,1,20,20
172,2024-06-20,1095,Speaker,Audio,2,120,240
173,2024-06-21,1072,Mouse,Peripherals,2,20,40
174,2024-06-22,1026,Speaker,Audio,1,120,120
175,2024-06-23,1066,Headphones,Audio,3,60,180
176,2024-06-24,1052,Keyboard,Peripherals,1,40,40
177,2024-06-25,1067,Keyboard,Peripherals,1,40,40
178,2024-06-26,1061,Monitor,Displays,2,200,400
179,2024-06-27,1014,Laptop,Computers,3,800,2400
180,2024-06-28,1096,Speaker,Audio,4,120,480
181,2024-06-29,1004,Speaker,Audio,3,120,360
182,2024-06-30,1067,Monitor,Displays,1,200,200
183,2024-07-01,1011,Keyboard,Peripherals,4,40,160
184,2024-07-02,1086,Monitor,Displays,1,200,200
185,2024-07-03,1077,Keyboard,Peripherals,4,40,160
186,2024-07-04,1075,Keyboard,Peripherals,3,40,120
187,2024-07-05,1056,Mouse,Peripherals,1,20,20
188,2024-07-06,1016,Monitor,Displays,2,200,400
189,2024-07-07,1024,Mouse,Peripherals,4,20,80
190,2024-07-08,1029,Monitor,Displays,4,200,800
191,2024-07-09,1021,Speaker,Audio,4,120,480
192,2024-07-10,1025,Keyboard,Peripherals,4,40,160
193,2024-07-11,1080,Speaker,Audio,4,120,480
194,2024-07-12,1060,Keyboard,Peripherals,2,40,80
195,2024-07-13,1061,Headphones,Audio,1,60,60
196,2024-07-14,1083,Mouse,Peripherals,2,20,40
197,2024-07-15,1033,Speaker,Audio,3,120,360
198,2024-07-16,1032,Laptop,Computers,1,800,800
199,2024-07-17,1070,Monitor,Displays,2,200,400
200,2024-07-18,1085,Speaker,Audio,1,120,120
201,2024-07-19,1031,Laptop,Computers,3,800,2400
202,2024-07-20,1013,Headphones,Audio,2,60,120
203,2024-07-21,1071,Keyboard,Peripherals,3,40,120
204,2024-07-22,1056,Mouse,Peripherals,4,20,80
205,2024-07-23,1024,Laptop,Computers,1,800,800
206,2024-07-24,1079,Mouse,Peripherals,1,20,20
207,2024-07-25,1041,Keyboard,Peripherals,2,40,80
208,2024-07-26,1018,Mouse,Peripherals,3,20,60
209,2024-07-27,1040,Mouse,Peripherals,1,20,20
210,2024-07-28,1054,Speaker,Audio,4,120,480
211,2024-07-29,1079,Monitor,Displays,4,200,800
212,2024-07-30,1011,Laptop,Computers,3,800,2400
213,2024-07-31,1038,Headphones,Audio,3,60,180
214,2024-08-01,1093,Mouse,Peripherals,2,20,40
215,2024-08-02,1001,Mouse,Peripherals,3,20,60
216,2024-08-03,1095,Speaker,Audio,4,120,480
217,2024-08-04,1044,Headphones,Audio,4,60,240
218,2024-08-05,1088,Laptop,Computers,1,800,800
219,2024-08-06,1024,Keyboard,Peripherals,4,40,160
220,2024-08-07,1067,Monitor,Displays,4,200,800
221,2024-08-08,1082,Headphones,Audio,1,60,60
222,2024-08-09,1003,Mouse,Peripherals,2,20,40
223,2024-08-10,1076,Keyboard,Peripherals,3,40,120
224,2024-08-11,1035,Monitor,Displays,1,200,200
225,2024-08-12,1086,Headphones,Audio,1,60,60
226,2024-08-13,1061,Mouse,Peripherals,2,20,40
227,2024-08-14,1069,Laptop,Computers,3,800,2400
228,2024-08-15,1087,Headphones,Audio,3,60,180
229,2024-08-16,1043,Mouse,Peripherals,3,20,60
230,2024-08-17,1032,Keyboard,Peripherals,1,40,40
231,2024-08-18,1011,Headphones,Audio,4,60,240
232,2024-08-19,1084,Monitor,Displays,4,200,800
233,2024-08-20,1010,Laptop,Computers,1,800,800
234,2024-08-21,1054,Headphones,Audio,4,60,240
235,2024-08-22,1037,Speaker,Audio,2,120,240
236,2024-08-23,1028,Headphones,Audio,4,60,240
237,2024-08-24,1002,Speaker,Audio,1,120,120
238,2024-08-25,1027,Laptop,Computers,4,800,3200
239,2024-08-26,1083,Speaker,Audio,2,120,240
240,2024-08-27,1089,Keyboard,Peripherals,4,40,160
241,2024-08-28,1023,Monitor,Displays,4,200,800
242,2024-08-29,1053,Mouse,Peripherals,2,20,40
243,2024-08-30,1051,Keyboard,Peripherals,3,40,120
244,2024-08-31,1046,Mouse,Peripherals,2,20,40
245,2024-09-01,1020,Speaker,Audio,4,120,480
246,2024-09-02,1053,Monitor,Displays,3,200,600
247,2024-09-03,1029,Keyboard,Peripherals,3,40,120
248,2024-09-04,1067,Headphones,Audio,1,60,60
249,2024-09-05,1035,Keyboard,Peripherals,1,40,40
250,2024-09-06,1039,Mouse,Peripherals,2,20,40
251,2024-09-07,1009,Headphones,Audio,2,60,120
252,2024-09-08,1073,Laptop,Computers,2,800,1600
253,2024-09-09,1041,Keyboard,Peripherals,4,40,160
254,2024-09-10,1023,Keyboard,Peripherals,2,40,80
255,2024-09-11,1003,Headphones,Audio,1,60,60
256,2024-09-12,1046,Keyboard,Peripherals,2,40,80
257,2024-09-13,1090,Headphones,Audio,3,60,180
258,2024-09-14,1050,Laptop,Computers,1,800,800
259,2024-09-15,1003,Keyboard,Peripherals,3,40,120
260,2024-09-16,1031,Mouse,Peripherals,4,20,80
261,2024-09-17,1009,Keyboard,Peripherals,2,40,80
262,2024-09-18,1010,Headphones,Audio,1,60,60
263,2024-09-19,1027,Headphones,Audio,3,60,180
264,2024-09-20,1045,Mouse,Peripherals,1,20,20
265,2024-09-21,1071,Mouse,Peripherals,3,20,60
266,2024-09-22,1039,Headphones,Audio,1,60,60
267,2024-09-23,1061,Speaker,Audio,3,120,360
268,2024-09-24,1085,Headphones,Audio,4,60,240
269,2024-09-25,1097,Keyboard,Peripherals,3,40,120
270,2024-09-26,1044,Headphones,Audio,3,60,180
271,2024-09-27,1034,Mouse,Peripherals,1,20,20
272,2024-09-28,1034,Keyboard,Peripherals,3,40,120
273,2024-09-29,1088,Headphones,Audio,3,60,180
274,2024-09-30,1033,Laptop,Computers,2,800,1600
275,2024-10-01,1005,Mouse,Peripherals,3,20,60
276,2024-10-02,1036,Speaker,Audio,2,120,240
277,2024-10-03,1000,Laptop,Computers,1,800,800
278,2024-10-04,1075,Keyboard,Peripherals,3,40,120
279,2024-10-05,1034,Mouse,Peripherals,4,20,80
280,2024-10-06,1069,Keyboard,Peripherals,1,40,40
281,2024-10-07,1053,Monitor,Displays,4,200,800
282,2024-10-08,1080,Mouse,Peripherals,2,20,40
283,2024-10-09,1062,Keyboard,Peripherals,2,40,80
284,2024-10-10,1008,Laptop,Computers,4,800,3200
285,2024-10-11,1061,Keyboard,Peripherals,4,40,160
286,2024-10-12,1001,Headphones,Audio,4,60,240
287,2024-10-13,1081,Headphones,Audio,1,60,60
288,2024-10-14,1035,Laptop,Computers,4,800,3200
289,2024-10-15,1091,Keyboard,Peripherals,3,40,120
290,2024-10-16,1040,Mouse,Peripherals,1,20,20
291,2024-10-17,1036,Laptop,Computers,2,800,1600
292,2024-10-18,1048,Keyboard,Peripherals,4,40,160
293,2024-10-19,1025,Monitor,Displays,2,200,400
294,2024-10-20,1067,Headphones,Audio,3,60,180
295,2024-10-21,1035,Laptop,Computers,4,800,3200
296,2024-10-22,1030,Keyboard,Peripherals,2,40,80
297,2024-10-23,1029,Monitor,Displays,3,200,600
298,2024-10-24,1033,Headphones,Audio,4,60,240
299,2024-10-25,1018,Monitor,Displays,3,200,600
300,2024-10-26,1017,Speaker,Audio,4,120,480
301,2024-10-27,1093,Laptop,Computers,3,800,2400
302,2024-10-28,1084,Keyboard,Peripherals,2,40,80
303,2024-10-29,1002,Monitor,Displays,1,200,200
304,2024-10-30,1069,Monitor,Displays,4,200,800
305,2024-10-31,1012,Monitor,Displays,4,200,800
306,2024-11-01,1044,Mouse,Peripherals,1,20,20
307,2024-11-02,1066,Monitor,Displays,2,200,400
308,2024-11-03,1091,Keyboard,Peripherals,4,40,160
309,2024-11-04,1085,Keyboard,Peripherals,1,40,40
310,2024-11-05,1039,Keyboard,Peripherals,1,40,40
311,2024-11-06,1039,Headphones,Audio,2,60,120
312,2024-11-07,1075,Monitor,Displays,1,200,200
313,2024-11-08,1022,Laptop,Computers,4,800,3200
314,2024-11-09,1030,Headphones,Audio,2,60,120
315,2024-11-10,1017,Speaker,Audio,3,120,360
316,2024-11-11,1070,Mouse,Peripherals,3,20,60
317,2024-11-12,1071,Keyboard,Peripherals,4,40,160
318,2024-11-13,1018,Mouse,Peripherals,1,20,20
319,2024-11-14,1092,Headphones,Audio,2,60,120
320,2024-11-15,1043,Mouse,Peripherals,3,20,60
321,2024-11-16,1083,Headphones,Audio,2,60,120
322,2024-11-17,1049,Speaker,Audio,4,120,480
323,2024-11-18,1041,Mouse,Peripherals,4,20,80
324,2024-11-19,1093,Keyboard,Peripherals,2,40,80
325,2024-11-20,1046,Speaker,Audio,2,120,240
326,2024-11-21,1021,Monitor,Displays,4,200,800
327,2024-11-22,1073,Keyboard,Peripherals,4,40,160
328,2024-11-23,1089,Speaker,Audio,1,120,120
329,2024-11-24,1096,Keyboard,Peripherals,3,40,120
330,2024-11-25,1091,Keyboard,Peripherals,1,40,40
331,2024-11-26,1073,Monitor,Displays,2,200,400
332,2024-11-27,1028,Keyboard,Peripherals,3,40,120
333,2024-11-28,1081,Headphones,Audio,1,60,60
334,2024-11-29,1058,Speaker,Audio,3,120,360
335,2024-11-30,1000,Mouse,Peripherals,1,20,20
336,2024-12-01,1086,Monitor,Displays,2,200,400
337,2024-12-02,1063,Laptop,Computers,4,800,3200
338,2024-12-03,1016,Speaker,Audio,3,120,360
339,2024-12-04,1036,Headphones,Audio,2,60,120
340,2024-12-05,1094,Speaker,Audio,2,120,240
341,2024-12-06,1024,Monitor,Displays,4,200,800
342,2024-12-07,1063,Mouse,Peripherals,4,20,80
343,2024-12-08,1067,Monitor,Displays,4,200,800
344,2024-12-09,1051,Headphones,Audio,3,60,180
345,2024-12-10,1008,Headphones,Audio,4,60,240
346,2024-12-11,1056,Speaker,Audio,3,120,360
347,2024-12-12,1091,Laptop,Computers,4,800,3200
348,2024-12-13,1093,Keyboard,Peripherals,1,40,40
349,2024-12-14,1087,Mouse,Peripherals,1,20,20
350,2024-12-15,1032,Speaker,Audio,2,120,240
351,2024-12-16,1019,Headphones,Audio,1,60,60
352,2024-12-17,1072,Headphones,Audio,4,60,240
353,2024-12-18,1071,Mouse,Peripherals,3,20,60
354,2024-12-19,1087,Speaker,Audio,3,120,360
355,2024-12-20,1013,Headphones,Audio,4,60,240
356,2024-12-21,1058,Laptop,Computers,3,800,2400
357,2024-12-22,1081,Laptop,Computers,2,800,1600
358,2024-12-23,1055,Keyboard,Peripherals,1,40,40
359,2024-12-24,1064,Speaker,Audio,4,120,480
360,2024-12-25,1075,Speaker,Audio,1,120,120
361,2024-12-26,1092,Speaker,Audio,1,120,120
362,2024-12-27,1036,Monitor,Displays,4,200,800
363,2024-12-28,1025,Mouse,Peripherals,4,20,80
364,2024-12-29,1032,Laptop,Computers,1,800,800
365,2024-12-30,1042,Laptop,Computers,4,800,3200
366,2024-12-31,1014,Laptop,Computers,1,800,800
367,2025-01-01,1086,Laptop,Computers,1,800,800
368,2025-01-02,1028,Keyboard,Peripherals,1,40,40
369,2025-01-03,1020,Headphones,Audio,4,60,240
370,2025-01-04,1082,Speaker,Audio,4,120,480
371,2025-01-05,1068,Laptop,Computers,2,800,1600
372,2025-01-06,1022,Speaker,Audio,1,120,120
373,2025-01-07,1099,Keyboard,Peripherals,1,40,40
374,2025-01-08,1083,Monitor,Displays,1,200,200
375,2025-01-09,1007,Speaker,Audio,2,120,240
376,2025-01-10,1072,Headphones,Audio,1,60,60
377,2025-01-11,1061,Monitor,Displays,2,200,400
378,2025-01-12,1013,Headphones,Audio,2,60,120
379,2025-01-13,1005,Speaker,Audio,4,120,480
380,2025-01-14,1000,Headphones,Audio,2,60,120
381,2025-01-15,1008,Headphones,Audio,4,60,240
382,2025-01-16,1079,Keyboard,Peripherals,3,40,120
383,2025-01-17,1079,Mouse,Peripherals,1,20,20
384,2025-01-18,1053,Monitor,Displays,3,200,600
385,2025-01-19,1011,Headphones,Audio,1,60,60
386,2025-01-20,1004,Headphones,Audio,2,60,120
387,2025-01-21,1039,Laptop,Computers,4,800,3200
388,2025-01-22,1092,Speaker,Audio,2,120,240
389,2025-01-23,1045,Laptop,Computers,1,800,800
390,2025-01-24,1026,Keyboard,Peripherals,1,40,40
391,2025-01-25,1074,Headphones,Audio,2,60,120
392,2025-01-26,1052,Monitor,Displays,1,200,200
393,2025-01-27,1049,Speaker,Audio,1,120,120
394,2025-01-28,1091,Monitor,Displays,3,200,600
395,2025-01-29,1051,Laptop,Computers,2,800,1600
396,2025-01-30,1099,Laptop,Computers,3,800,2400
397,2025-01-31,1018,Mouse,Peripherals,2,20,40
398,2025-02-01,1034,Headphones,Audio,3,60,180
399,2025-02-02,1051,Headphones,Audio,4,60,240
400,2025-02-03,1030,Speaker,Audio,1,120,120
401,2025-02-04,1053,Laptop,Computers,1,800,800
402,2025-02-05,1058,Laptop,Computers,2,800,1600
403,2025-02-06,1043,Laptop,Computers,2,800,1600
404,2025-02-07,1055,Mouse,Peripherals,2,20,40
405,2025-02-08,1018,Speaker,Audio,3,120,360
406,2025-02-09,1045,Mouse,Peripherals,2,20,40
407,2025-02-10,1087,Mouse,Peripherals,1,20,20
408,2025-02-11,1065,Headphones,Audio,2,60,120
409,2025-02-12,1070,Mouse,Peripherals,1,20,20
410,2025-02-13,1053,Headphones,Audio,3,60,180
411,2025-02-14,1048,Laptop,Computers,1,800,800
412,2025-02-15,1094,Headphones,Audio,4,60,240
413,2025-02-16,1059,Monitor,Displays,1,200,200
414,2025-02-17,1080,Speaker,Audio,4,120,480
415,2025-02-18,1026,Keyboard,Peripherals,3,40,120
416,2025-02-19,1035,Laptop,Computers,1,800,800
417,2025-02-20,1058,Monitor,Displays,3,200,600
418,2025-02-21,1049,Keyboard,Peripherals,3,40,120
419,2025-02-22,1073,Monitor,Displays,4,200,800
420,2025-02-23,1044,Keyboard,Peripherals,3,40,120
421,2025-02-24,1013,Keyboard,Peripherals,1,40,40
422,2025-02-25,1070,Mouse,Peripherals,4,20,80
423,2025-02-26,1038,Monitor,Displays,3,200,600
424,2025-02-27,1039,Speaker,Audio,2,120,240
425,2025-02-28,1008,Monitor,Displays,4,200,800
426,2025-03-01,1013,Laptop,Computers,1,800,800
427,2025-03-02,1007,Speaker,Audio,1,120,120
428,2025-03-03,1080,Headphones,Audio,2,60,120
429,2025-03-04,1022,Speaker,Audio,4,120,480
430,2025-03-05,1079,Speaker,Audio,2,120,240
431,2025-03-06,1089,Speaker,Audio,4,120,480
432,2025-03-07,1008,Monitor,Displays,4,200,800
433,2025-03-08,1099,Monitor,Displays,2,200,400
434,2025-03-09,1006,Laptop,Computers,2,800,1600
435,2025-03-10,1081,Laptop,Computers,4,800,3200
436,2025-03-11,1071,Mouse,Peripherals,3,20,60
437,2025-03-12,1084,Speaker,Audio,4,120,480
438,2025-03-13,1089,Headphones,Audio,1,60,60
439,2025-03-14,1066,Headphones,Audio,1,60,60
440,2025-03-15,1060,Mouse,Peripherals,2,20,40
441,2025-03-16,1016,Speaker,Audio,4,120,480
442,2025-03-17,1056,Speaker,Audio,3,120,360
443,2025-03-18,1023,Speaker,Audio,3,120,360
444,2025-03-19,1024,Laptop,Computers,2,800,1600
445,2025-03-20,1004,Laptop,Computers,2,800,1600
446,2025-03-21,1049,Laptop,Computers,2,800,1600
447,2025-03-22,1087,Monitor,Displays,2,200,400
448,2025-03-23,1030,Headphones,Audio,3,60,180
449,2025-03-24,1054,Headphones,Audio,1,60,60
450,2025-03-25,1025,Keyboard,Peripherals,3,40,120
451,2025-03-26,1020,Keyboard,Peripherals,1,40,40
452,2025-03-27,1097,Monitor,Displays,1,200,200
453,2025-03-28,1057,Monitor,Displays,1,200,200
454,2025-03-29,1023,Headphones,Audio,3,60,180
455,2025-03-30,1027,Speaker,Audio,4,120,480
456,2025-03-31,1029,Keyboard,Peripherals,2,40,80
457,2025-04-01,1033,Speaker,Audio,2,120,240
458,2025-04-02,1053,Mouse,Peripherals,4,20,80
459,2025-04-03,1051,Laptop,Computers,3,800,2400
460,2025-04-04,1086,Headphones,Audio,3,60,180
461,2025-04-05,1007,Mouse,Peripherals,4,20,80
462,2025-04-06,1009,Monitor,Displays,1,200,200
463,2025-04-07,1054,Laptop,Computers,3,800,2400
464,2025-04-08,1000,Monitor,Displays,1,200,200
465,2025-04-09,1083,Keyboard,Peripherals,3,40,120
466,2025-04-10,1036,Speaker,Audio,4,120,480
467,2025-04-11,1081,Mouse,Peripherals,2,20,40
468,2025-04-12,1020,Speaker,Audio,2,120,240
469,2025-04-13,1003,Laptop,Computers,2,800,1600
470,2025-04-14,1042,Laptop,Computers,3,800,2400
471,2025-04-15,1065,Monitor,Displays,4,200,800
472,2025-04-16,1020,Speaker,Audio,1,120,120
473,2025-04-17,1036,Headphones,Audio,2,60,120
474,2025-04-18,1068,Mouse,Peripherals,1,20,20
475,2025-04-19,1080,Laptop,Computers,2,800,1600
476,2025-04-20,1047,Laptop,Computers,1,800,800
477,2025-04-21,1010,Speaker,Audio,3,120,360
478,2025-04-22,1094,Keyboard,Peripherals,3,40,120
479,2025-04-23,1091,Mouse,Peripherals,1,20,20
480,2025-04-24,1043,Mouse,Peripherals,3,20,60
481,2025-04-25,1063,Laptop,Computers,1,800,800
482,2025-04-26,1031,Speaker,Audio,3,120,360
483,2025-04-27,1020,Mouse,Peripherals,3,20,60
484,2025-04-28,1070,Mouse,Peripherals,1,20,20
485,2025-04-29,1009,Laptop,Computers,2,800,1600
486,2025-04-30,1060,Laptop,Computers,2,800,1600
487,2025-05-01,1091,Monitor,Displays,4,200,800
488,2025-05-02,1035,Speaker,Audio,4,120,480
489,2025-05-03,1083,Monitor,Displays,2,200,400
490,2025-05-04,1076,Speaker,Audio,1,120,120
491,2025-05-05,1018,Monitor,Displays,4,200,800
492,2025-05-06,1074,Monitor,Displays,2,200,400
493,2025-05-07,1098,Mouse,Peripherals,3,20,60
494,2025-05-08,1097,Keyboard,Peripherals,2,40,80
495,2025-05-09,1043,Laptop,Computers,4,800,3200
496,2025-05-10,1003,Laptop,Computers,3,800,2400
497,2025-05-11,1012,Headphones,Audio,2,60,120
498,2025-05-12,1058,Keyboard,Peripherals,2,40,80
499,2025-05-13,1001,Speaker,Audio,1,120,120
